F,W,Z,Down,Up
29,23,2,0.412962962962963,0.4137353433835846
41,3,2,0.27853881278538817,0.2857142857142857
41,7,2,0.3139240506329114,0.273972602739726
41,11,2,0.41625615763546797,0.39746835443037976
41,15,2,0.52,0.35960591133004927
41,19,2,0.3555555555555555,0.36533333333333334
41,23,2,0.43896713615023475,0.37777777777777777
41,27,2,0.3037037037037037,0.4788732394366197
41,31,2,0.375886524822695,0.3962962962962963
41,35,2,0.6379310344827587,0.3191489361702128
53,3,2,0.3540540540540541,0.3306878306878307
53,7,2,0.09302325581395354,0.31351351351351353
53,11,2,0.39226519337016574,0.5348837209302325
53,15,2,0.4891640866873065,0.39226519337016574
53,19,2,0.4940239043824701,0.47678018575851394
53,23,2,0.566350710900474,0.49800796812749004
53,27,2,0.4605263157894737,0.4786729857819905
53,31,2,0.23076923076923073,0.5657894736842105
53,35,2,0.3286821705426357,0.7692307692307693
53,39,2,0.31496062992125984,0.3395348837209302
65,3,2,0.2866242038216561,0.3324742268041237
65,7,2,0.25,0.3375796178343949
65,11,2,0.3384615384615385,0.45454545454545453
65,15,2,0.4554455445544554,0.3769230769230769
65,19,2,0.44680851063829785,0.46534653465346537
65,23,2,0.6164874551971327,0.5702127659574469
65,27,2,0.6407563025210083,0.5842293906810035
65,31,2,0.5877862595419847,0.592436974789916
65,35,2,0.5669291338582677,0.5190839694656488
65,39,2,0.6080402010050252,0.49606299212598426
77,3,2,0.16666666666666663,0.32808398950131235
77,7,2,0.35467980295566504,0.4090909090909091
77,11,2,0.328125,0.4482758620689655
77,15,2,0.4504504504504504,0.390625
77,19,2,0.44660194174757284,0.43243243243243246
77,23,2,0.6394849785407726,0.5825242718446602
77,27,2,0.594017094017094,0.4721030042918455
77,31,2,0.6443850267379679,0.47435897435897434
77,35,2,0.5164835164835164,0.48663101604278075
77,39,2,0.5194444444444444,0.5824175824175825
89,3,2,0.2142857142857143,0.3242506811989101
89,7,2,0.38211382113821135,0.34285714285714286
89,11,2,0.32608695652173914,0.4878048780487805
89,15,2,0.5676855895196506,0.45652173913043476
89,19,2,0.4666666666666667,0.3930131004366812
89,23,2,0.5808823529411764,0.54
89,27,2,0.5652173913043479,0.5441176470588235
89,31,2,0.532994923857868,0.422360248447205
89,35,2,0.596078431372549,0.4213197969543147
89,39,2,0.3793103448275862,0.4470588235294118
101,3,2,0.34751773049645385,0.30666666666666664
101,7,2,0.35064935064935066,0.3333333333333333
101,11,2,0.3867403314917127,0.45454545454545453
101,15,2,0.3586956521739131,0.4585635359116022
101,19,2,0.4521276595744681,0.40217391304347827
101,23,2,0.49557522123893805,0.46808510638297873
101,27,2,0.4022556390977443,0.4778761061946903
101,31,2,0.5119617224880383,0.49624060150375937
101,35,2,0.46875,0.430622009569378
101,39,2,0.5140562248995983,0.5625
113,3,2,0.33834586466165417,0.3057644110275689
113,7,2,0.3489361702127659,0.31954887218045114
113,11,2,0.4113924050632911,0.37872340425531914
113,15,2,0.390625,0.3670886075949367
113,19,2,0.45394736842105265,0.3359375
113,23,2,0.17948717948717952,0.5460526315789473
113,27,2,0.33333333333333337,0.46153846153846156
113,31,2,0.41908713692946054,0.5964912280701754
113,35,2,0.368421052631579,0.5975103734439834
113,39,2,0.52,0.6447368421052632
17,3,3,0.1610169491525424,0.22510822510822512
17,7,3,0.22509225092250917,0.2966101694915254
17,11,3,0.281947261663286,0.2878228782287823
29,3,3,0.21052631578947367,0.22413793103448276
29,7,3,0.28378378378378377,0.28654970760233917
29,11,3,0.3591160220994475,0.3716216216216216
29,15,3,0.19999999999999996,0.3701657458563536
29,19,3,0.3874458874458875,0.49230769230769234
29,23,3,0.3972602739726028,0.4004329004329004
41,3,3,0.21111111111111114,0.24836601307189543
41,7,3,0.03703703703703709,0.35
41,11,3,0.3671875,0.5185185185185185
41,15,3,0.5314685314685315,0.4765625
41,19,3,0.5744047619047619,0.43356643356643354
41,23,3,0.471830985915493,0.5505952380952381
41,27,3,0.339622641509434,0.5
41,31,3,0.5441176470588236,0.33584905660377357
41,35,3,0.22480620155038755,0.49264705882352944
53,3,3,0.08823529411764708,0.32407407407407407
53,7,3,0.08823529411764708,0.4411764705882353
53,11,3,0.3292682926829268,0.4411764705882353
53,15,3,0.5894736842105264,0.3902439024390244
53,19,3,0.23076923076923073,0.4105263157894737
53,23,3,0.5038167938931297,0.3269230769230769
53,27,3,0.4796747967479674,0.4122137404580153
53,31,3,0.30434782608695654,0.4349593495934959
53,35,3,0.23611111111111116,0.6086956521739131
53,39,3,0.704,0.4027777777777778
65,3,3,0.3125,0.3069306930693069
65,7,3,0.38,0.40625
65,11,3,0.3731343283582089,0.42
65,15,3,0.3711340206185567,0.34328358208955223
65,19,3,0.3538461538461538,0.4536082474226804
65,23,3,0.5072463768115942,0.4307692307692308
65,27,3,0.4686192468619247,0.47101449275362317
65,31,3,0.43103448275862066,0.4309623430962343
65,35,3,0.4819277108433735,0.5344827586206896
65,39,3,0.2857142857142857,0.608433734939759
77,3,3,0.21739130434782605,0.3119266055045872
77,7,3,0.4013157894736842,0.29347826086956524
77,11,3,0.3793103448275862,0.45394736842105265
77,15,3,0.36448598130841126,0.3448275862068966
77,19,3,0.33333333333333337,0.6355140186915887
77,23,3,0.5734265734265734,0.4888888888888889
77,27,3,0.5578231292517006,0.6153846153846154
77,31,3,0.549618320610687,0.5374149659863946
77,35,3,0.41666666666666663,0.5114503816793893
77,39,3,0.4897959183673469,0.6833333333333333
89,3,3,0.2848484848484848,0.2932330827067669
89,7,3,0.3538461538461538,0.3575757575757576
89,11,3,0.45882352941176474,0.5538461538461539
89,15,3,0.0,0.36470588235294116
89,19,3,0.2727272727272727,0.6666666666666666
89,23,3,0.4285714285714286,0.45454545454545453
89,27,3,0.5084745762711864,0.6071428571428571
89,31,3,0.679245283018868,0.5932203389830508
89,35,3,0.5076923076923077,0.5754716981132075
89,39,3,0.5531914893617021,0.5384615384615384
101,3,3,0.10526315789473684,0.25806451612903225
101,7,3,0.40909090909090906,0.3508771929824561
101,11,3,0.0,0.3977272727272727
101,15,3,0.5153846153846153,0.7142857142857143
101,19,3,0.3382352941176471,0.46923076923076923
101,23,3,0.23333333333333328,0.45588235294117646
101,27,3,0.15000000000000002,0.6
101,31,3,0.607843137254902,0.6
101,35,3,0.43243243243243246,0.43137254901960786
101,39,3,0.5333333333333333,0.4594594594594595
113,3,3,0.18867924528301883,0.26737967914438504
113,7,3,0.3023255813953488,0.41509433962264153
113,11,3,0.46153846153846156,0.46511627906976744
113,15,3,0.4269662921348315,0.3916083916083916
113,19,3,0.5299145299145299,0.3595505617977528
113,23,3,0.485981308411215,0.3418803418803419
113,27,3,0.33333333333333337,0.27102803738317754
113,31,3,0.2222222222222222,0.5185185185185185
113,35,3,0.5789473684210527,0.5555555555555556
113,39,3,0.48,0.4473684210526316
17,3,4,0.10447761194029848,0.2804878048780488
17,7,4,0.19024390243902434,0.3582089552238806
17,11,4,0.31464174454828664,0.3073170731707317
29,3,4,0.1970802919708029,0.20149253731343283
29,7,4,0.13461538461538458,0.3357664233576642
29,11,4,0.35593220338983056,0.46153846153846156
29,15,4,0.15625,0.576271186440678
29,19,4,0.07894736842105265,0.5
29,23,4,0.41726618705035967,0.42105263157894735
41,3,4,0.28688524590163933,0.29473684210526313
41,7,4,0.04166666666666663,0.36885245901639346
41,11,4,0.4821428571428571,0.375
41,15,4,0.3916666666666667,0.3392857142857143
41,19,4,0.19999999999999996,0.325
41,23,4,0.26126126126126126,0.5333333333333333
41,27,4,0.3015873015873016,0.5225225225225225
41,31,4,0.6575757575757576,0.42857142857142855
41,35,4,0.5224913494809689,0.41515151515151516
53,3,4,0.0,0.34065934065934067
53,7,4,0.3551401869158879,0.5625
53,11,4,0.4782608695652174,0.4205607476635514
53,15,4,0.4024390243902439,0.3695652173913043
53,19,4,0.4714285714285714,0.4878048780487805
53,23,4,0.40816326530612246,0.4357142857142857
53,27,4,0.4444444444444444,0.5918367346938775
53,31,4,0.38095238095238093,0.5333333333333333
53,35,4,0.3651685393258427,0.8095238095238095
53,39,4,0.6041666666666667,0.2640449438202247
65,3,4,0.16666666666666663,0.29245283018867924
65,7,4,0.33766233766233766,0.42857142857142855
65,11,4,0.24561403508771928,0.42857142857142855
65,15,4,0.3939393939393939,0.6140350877192983
65,19,4,0.5064935064935066,0.6212121212121212
65,23,4,0.5443037974683544,0.5584415584415584
65,27,4,0.40740740740740744,0.5569620253164557
65,31,4,0.38834951456310685,0.5740740740740741
65,35,4,0.3695652173913043,0.6601941747572816
65,39,4,0.5151515151515151,0.6086956521739131
77,3,4,0.18918918918918914,0.27049180327868855
77,7,4,0.3846153846153846,0.3918918918918919
77,11,4,0.52,0.3956043956043956
77,15,4,0.33333333333333337,0.4
77,19,4,0.0,0.5555555555555556
77,23,4,0.0,0.42857142857142855
77,27,4,0.44705882352941173,1.0
77,31,4,0.48571428571428577,0.4823529411764706
77,35,4,0.5681818181818181,0.5714285714285714
77,39,4,0.5595238095238095,0.6818181818181818
89,3,4,0.09836065573770492,0.29508196721311475
89,7,4,0.3114754098360656,0.36065573770491804
89,11,4,0.47058823529411764,0.32786885245901637
89,15,4,0.33333333333333337,0.5294117647058824
89,19,4,0.19999999999999996,0.3333333333333333
89,23,4,0.4545454545454546,0.475
89,27,4,0.5128205128205128,0.36363636363636365
89,31,4,0.5714285714285714,0.38461538461538464
89,35,4,0.6304347826086957,0.7857142857142857
89,39,4,0.728813559322034,0.6739130434782609
101,3,4,0.1029411764705882,0.3076923076923077
101,7,4,0.33333333333333337,0.36764705882352944
101,11,4,0.36,0.36936936936936937
101,15,4,0.5,0.44
101,19,4,0.23076923076923073,0.4074074074074074
101,23,4,0.40740740740740744,0.3076923076923077
101,27,4,0.3142857142857143,0.2962962962962963
101,31,4,0.4382022471910112,0.2
101,35,4,0.3411764705882353,0.4157303370786517
101,39,4,0.4921875,0.5647058823529412
113,3,4,0.31999999999999995,0.31333333333333335
113,7,4,0.15000000000000002,0.296
113,11,4,0.36363636363636365,0.55
113,15,4,0.3214285714285714,0.2828282828282828
113,19,4,0.4370860927152318,0.35714285714285715
113,23,4,0.41538461538461535,0.5033112582781457
113,27,4,0.4471153846153846,0.4307692307692308
113,31,4,0.41509433962264153,0.3605769230769231
113,35,4,0.33333333333333337,0.4779874213836478
113,39,4,0.576158940397351,0.5185185185185185
17,3,5,0.1454545454545455,0.22077922077922077
17,7,5,0.23655913978494625,0.32727272727272727
17,11,5,0.2602040816326531,0.25806451612903225
29,3,5,0.22058823529411764,0.2903225806451613
29,7,5,0.4130434782608695,0.39705882352941174
29,11,5,0.0625,0.2608695652173913
29,15,5,0.359375,0.3125
29,19,5,0.5565217391304348,0.625
29,23,5,0.27472527472527475,0.25217391304347825
41,3,5,0.2676056338028169,0.24358974358974358
41,7,5,0.32432432432432434,0.30985915492957744
41,11,5,0.4222222222222223,0.43243243243243246
41,15,5,0.4222222222222223,0.4888888888888889
41,19,5,0.536231884057971,0.5555555555555556
41,23,5,0.37037037037037035,0.37681159420289856
41,27,5,0.29166666666666663,0.5185185185185185
41,31,5,0.6282051282051282,0.5416666666666666
41,35,5,0.65,0.32051282051282054
53,3,5,0.1333333333333333,0.32075471698113206
53,7,5,0.41509433962264153,0.4666666666666667
53,11,5,0.13888888888888884,0.22641509433962265
53,15,5,0.4107142857142857,0.4722222222222222
53,19,5,0.3076923076923077,0.4107142857142857
53,23,5,0.546875,0.46153846153846156
53,27,5,0.3870967741935484,0.59375
53,31,5,0.31999999999999995,0.5806451612903226
53,35,5,0.10526315789473684,0.76
53,39,5,0.9024390243902439,0.15789473684210525
65,3,5,0.2033898305084746,0.336734693877551
65,7,5,0.4629629629629629,0.423728813559322
65,11,5,0.375,0.3148148148148148
65,15,5,0.5555555555555556,0.25
65,19,5,0.6538461538461539,0.6296296296296297
65,23,5,0.33333333333333337,0.5
65,27,5,0.375,0.6666666666666666
65,31,5,0.3571428571428571,0.5
65,35,5,0.7037037037037037,0.7857142857142857
65,39,5,0.5833333333333333,0.7962962962962963
77,3,5,0.2666666666666667,0.22580645161290322
77,7,5,0.23913043478260865,0.26666666666666666
77,11,5,0.19999999999999996,0.5
77,15,5,0.33333333333333337,0.5
77,19,5,0.4,0.4583333333333333
77,23,5,0.5,0.2
77,27,5,0.25,0.6
77,31,5,0.0,0.6666666666666666
77,35,5,0.4042553191489362,1.0
77,39,5,0.49411764705882355,0.6382978723404256
89,3,5,0.0,0.2542372881355932
89,7,5,0.25,0.3333333333333333
89,11,5,0.3846153846153846,0.375
89,15,5,0.19999999999999996,0.46153846153846156
89,19,5,0.30534351145038163,0.8
89,23,5,0.3035714285714286,0.3435114503816794
89,27,5,0.3529411764705882,0.39285714285714285
89,31,5,0.5,0.5588235294117647
89,35,5,0.617283950617284,0.5
89,39,5,0.6274509803921569,0.7654320987654321
101,3,5,0.16981132075471694,0.27692307692307694
101,7,5,0.25,0.32075471698113206
101,11,5,0.4666666666666667,0.3
101,15,5,0.33333333333333337,0.6
101,19,5,0.5277777777777778,0.3333333333333333
101,23,5,0.30000000000000004,0.5138888888888888
101,27,5,0.5116279069767442,0.8
101,31,5,0.6385542168674698,0.4186046511627907
101,35,5,0.5714285714285714,0.5662650602409639
101,39,5,0.7954545454545454,0.6190476190476191
113,3,5,0.125,0.2
113,7,5,0.3793103448275862,0.3125
113,11,5,0.4342105263157895,0.3103448275862069
113,15,5,0.5087719298245614,0.4473684210526316
113,19,5,0.5294117647058824,0.5087719298245614
113,23,5,0.5357142857142857,0.5176470588235295
113,27,5,0.5116279069767442,0.4880952380952381
113,31,5,0.64,0.5
113,35,5,0.55,0.56
113,39,5,0.5,0.5

